,,,,,,,,,,,,,,,downloaded_filename,drive_file_id
506,Sheet,While The Convent Bells Were Ringing,Front Cover,Back Cover,9,1,,Robt. F. Roden,Max S. Witt,"34 East 21st St., New York, New York",Jos. W. Stern & Co.,,1901,This cover has various shades of red on it.,NOT DOWNLOADED: 1ZVVgi936TQwsDjF-94i,1ZVVgi936TQwsDjF-94itM2od57H7YOk3
507,Sheet,Thine Alone,Front Cover,Back Cover,9,1,Piano,Henry Blossom,Victor Herbert,"10 Witmark Building, New York, New York",M. Witmark & Sons,,1929,The back of this sheet has all the other songs that are written by Victor Herbert. Belonged to Lura Smith MIller.,NOT DOWNLOADED: 14U41Fk_YMDNJP2u-tNs,14U41Fk_YMDNJP2u-tNsXoTsmMvuxYAAS
508,Sheet,Ten Thousand Years From Now,Front Cover,Back Cover,9,1,,J. Keirn Brennan,Ernest R. Ball,"10 Witmark Building, New York, New York",M. Witmark & Sons,,1923,This sheet is in very good condition.,NOT DOWNLOADED: 1IvlYoWdIVwfCcudUpl0,1IvlYoWdIVwfCcudUpl0V_iFzKdqyC4xq
509,Sheet,A Kiss In The Dark (2 copies),Front Cover,Back Cover,9,1,Piano,B.G. De Silva,Victor Herbert,"62 West 45th Street, New York, New York",HARMS Inc.,,1922,Some of the letters are in red. Belonged to Lura Smith.,NOT DOWNLOADED: 1C8mbW_AW6KJvyFu8OKo,1C8mbW_AW6KJvyFu8OKo1v5i27jJxtCVz
510,Sheet,Love Sends A Little Gift of Roses (2 copies),Front Cover,Back Cover,9,1,Ballad,Leslie Cooke,John Openshaw,"62 West 45th Street, New York, New York",HARMS Inc.,,1919,"One copy belonged to Lura Smith, and the other to Julia Parker.",NOT DOWNLOADED: 1FuqJMtnA-HqKif2LmIq,1FuqJMtnA-HqKif2LmIqgsNQGwmJBzwms
511,Sheet,"Charming Songs, ""When You and I Were Young""",Front Cover,Back Cover,9,1,,Geo. W. Johnson,J.A. Butterfield,"1178 Broadway and 17 West 28th Street, New York, New York",Century Music Publishing Company,,1908,The lettering of this sheet is in a kelly green lettering.,NOT DOWNLOADED: 1uh5a6mm6NhNfKPW6uUq,1uh5a6mm6NhNfKPW6uUqmElxGgo75y_4k
512,Sheet,"Old Time Songs, ""Drink To Me Only With Thine Eyes""",Front Cover,Back Cover,9,1,,Ben Johnson,Ben Johnson,"Boston, Masschusetts",Oliver Ditson Company,,1898,The designs and lettering of this sheet are in an olive green color.,NOT DOWNLOADED: 1nrnYrGukIUTIUuF19bA,1nrnYrGukIUTIUuF19bAzTQo205IejuKr
513,Sheet,If Winter Comes (Summer Will Come Again),Front Cover,Back Cover,9,1,Piano,Reginald Arkell,H.M. Tennent,"185 Madison Ave., NYC, New York","Chappell-Harms, Inc.",,1922,Belonged to Lura Smith.,NOT DOWNLOADED: 1UrcpqiO9bEHf6mXvifX,1UrcpqiO9bEHf6mXvifXAvVisEW5XOz8i
514,Sheet,The World is Waiting for the Sunrise,Front Cover,Back Cover,9,1,,Eugene Lockhart,Ernest Seitz,"185 Madison Ave., NYC, New York","Chappell-Harms, Inc.",,1919,This piece of sheet music is in very good condition. Belonged to Lura Smith.,NOT DOWNLOADED: 1fNoymJ0Bx6oHz76_ray,1fNoymJ0Bx6oHz76_ray9oVMrqYBC_cr1
515,Sheet,Ocean Grove Hymn,Front Cover,Back Cover,9,1,Religious,E.H. Stokes,Frances Porter Ross,"Ocean Grove, New Jersey",Frances Porter Ross Co.,,1923,This is a very local piece of music.,NOT DOWNLOADED: 1GOKZeTZzbeOilmOYtE5,1GOKZeTZzbeOilmOYtE5sJVVXs55X7xTH
516,Sheet,Gray Days,Front Cover,Back Cover,9,1,,Archibald Sullivan,Noel Jonhnson,"185 Madison Ave., NYC, New York","Chappell-Harms, Inc.",,1909,There are advertisements on the back for songs for all singers. Belonged to Lura Smith.,NOT DOWNLOADED: 1Ppp8Uq8nIoKgoSgPgtX,1Ppp8Uq8nIoKgoSgPgtXFVy089BPJgfxS
517,Sheet,A Prayer,Front Cover,Back Cover,9,1,Religious,E.V. Hartford,E.V. Hartford,"Jersey City, New Jersey",Edward V. Hartford,,1920,This piece is wrinkled. Dedicated to the composer's mother.,NOT DOWNLOADED: 1UQRNo06c8M569YLdNGA,1UQRNo06c8M569YLdNGA8PBt5zRlHqN-F
518,Sheet,Our Hero,Front Cover,Back Cover,9,1,March Song,John R. Wolter,John R. Wolter,"Asbury Park, New Jersey",John R. Wolter,,1927,This piece is dedicated to Charles Lindbergh.,NOT DOWNLOADED: 1ic9L_sUFUlcOUgHS_5D,1ic9L_sUFUlcOUgHS_5D0eUBF-MRrlFg7
519,Sheet,The Prayer Perfect,Front Cover,Back Cover,9,1,Religious,James Whitcomb Riley,Ervine J. Stenson,"Cleveland, Ohio",Sam Fox Publishing Co.,,1916,The cover of this sheet has gold lettering and a flower on it.,NOT DOWNLOADED: 1bo8NTD6eO_bloGhqK4q,1bo8NTD6eO_bloGhqK4qiwF0xXMp1xTwW
520,Sheet,Meditation From Thais,Front Cover,Back Cover,9,1,Meditation,None,Frank Graham,"New York, New York",Century Music Publishing Company,,1951,The cover of this sheet is orange with orange vines on it.,NOT DOWNLOADED: 1pLudGkaQnEW0bOlnwlA,1pLudGkaQnEW0bOlnwlAtJwicON7cZym0
521,Sheet,La Traviata,Front Cover,Back Cover,9,1,Piano,None,Verdi-Krug,"New York, New York",Century Music Publishing Company,,1922,The cover of this piece is peach with pillars on it.,NOT DOWNLOADED: 1Z-PYMHEcoXfJkDz2E_v,1Z-PYMHEcoXfJkDz2E_vQF5nVuAkJlf_f
522,Sheet,O Holy Night,Front Cover,Back Cover,9,1,Christmas / Religious,Adolphe Adam,H.P. Hopkins,"New York, New York",Century Music Publishing Company,,1947,"This piece has a little angel, a Christmas tree, and a bow on its cover.",NOT DOWNLOADED: 1ADZJS2lXlTWKn49ghNF,1ADZJS2lXlTWKn49ghNFE6ib5UVPDaZRs
523,Sheet,Sweethearts,Front Cover,Back Cover,9,1,,W.S. Gilbert,A. Sullivan,"516 Washington Street, Boston, Massachusetts","White, Smith & Co",,1879,This cover has a photo of Arthur Sullivan on it.,NOT DOWNLOADED: 1iv9e03-eB63InU_0-jk,1iv9e03-eB63InU_0-jkoP8MgxrC_TbbH
524,Sheet,Little Mother of Mine,Front Cover,Back Cover,9,1,,Walter H. Brown,H.T. Burleigh,"14 East 43rd Street, New York, New York",G. Ricordi & Co.,,1917,All of the information for this piece is right on the front cover.,NOT DOWNLOADED: 13dYrCu28ZOtIB0qSjjU,13dYrCu28ZOtIB0qSjjUL8v0_mp_aPl9s
525,Sheet,In The Gloaming,Front Cover,Back Cover,9,1,,Meta Orred,Annie Fortescue Harrison,"116 South Fourth Street, Philadelphia, Pennsylvania",I.L. Cragin & Co.,,,They put this song under the category gems of music.,NOT DOWNLOADED: 1wGH7An5QGJVVRV8tXyZ,1wGH7An5QGJVVRV8tXyZCuHX7r-dgigcj
526,Sheet,Art Thou In Tears?,Front Cover,Back Cover,9,1,Vocal,Kathleen Mavourneen,Prof. F. Nicholas Crouch,,J.O. von Prochazka,,1892,Missing front cover,NOT DOWNLOADED: 1RJuy0wvxzORNLhYmfMa,1RJuy0wvxzORNLhYmfMaq0oDEvmYxS0ma
527,Sheet,O Loving Heart Trust On,Front Cover,Back Cover,9,1,,Henry C. Watson,L. M. Gottschalk,"Boston, Massachusetts",Oliver Ditson Company,,1872,There is a picture of a woman on the front cover.,NOT DOWNLOADED: 15ZzK4X_p0QOmBxcVuFK,15ZzK4X_p0QOmBxcVuFKejau-W6n6_g2I
528,Sheet,Floridiana,Front Cover,Back Cover,9,1,Piano,None,Gustave Lange,"547 Broadway, New York, New York",William A. Pond & Co.,,,This piece is not attached and in rougher condition.,NOT DOWNLOADED: 1BlHfa0ty5j0unFMRV0b,1BlHfa0ty5j0unFMRV0b-JFOywj79E1LD
529,Sheet,Waiting,Front Cover,Back Cover,9,1,,Ellen H. Flacc (English) & R. Pratti (Italian),Harrison Millard,"18 W. 37th St., New York, New York",WM A. Pond & Co.,,1912,Besides the cover this piece is in very good condition.,NOT DOWNLOADED: 1VATBOU-PaBid6fDnexi,1VATBOU-PaBid6fDnexiwLIIQZ0JlA_80
530,Sheet,The First Christmas,Front Cover,Back Cover,9,1,Christmas / Religious,Fredrick W. Farrar,Joseph Fletcher,"18 W. 37th St., New York, New York",WM A. Pond & Co.,,1918,This is a singular piece of music.,NOT DOWNLOADED: 1bmF07E4osbGKk7DcOFc,1bmF07E4osbGKk7DcOFcmTK-QIwUtxUcq
531,Sheet,My Sweet Adair,Front Cover,Back Cover,9,1,,L. Wolfe Gilbert,Anatol Friedland,102-104 W. 38th St. NY,Jos. W. Stern & Co.,,1915,The cover has a girl standing with flowers on it.,NOT DOWNLOADED: 15DZr0zqKwYpliOdrAPE,15DZr0zqKwYpliOdrAPE5M5OsVtjx5VsC
532,Sheet,What D'ye Mean You Lost Yer Dog,Front Cover,Back Cover,9,1,,Thos. S. Allen,Joseph M. Daly,"New York & Detriot, Michigan",Jerome H. Remick & Co.,,1913,The front cover has a dog chained to a dog house on it.,NOT DOWNLOADED: 1nAclluSrKfiQjxigN81,1nAclluSrKfiQjxigN812T-f6unzvdgP7
533,Sheet,"Do You Take This Woman For Your Lawful Wife? (I Do, I Do)",Front Cover,Back Cover,9,1,,Andrew B. Sterling,Harry Von Tilzer,"125 W. 34rd St., New York, New York",Harry Von Tilzer Pub. Co.,,1913,The front cover has Harry Von Tilzer on it.,NOT DOWNLOADED: 1xDQ8SaXhhV2k-nf09ja,1xDQ8SaXhhV2k-nf09jaF1zn5tH26ov2F
534,Sheet,Sweet Eventide,Front Cover,Back Cover,9,1,,None,Percy Wyckoff,"Bayonne, New Jersey",C.D. Wyckoff,,1907,It says on the front cover at the time of writing this Percy Wyckoff was only 12 years old.,NOT DOWNLOADED: 10CYBxk-6VplYijyHHtd,10CYBxk-6VplYijyHHtdnE9Pg2pQ_x32q
535,Sheet,The Cubanola Glide,Front Cover,Back Cover,9,1,,Vincent Bryan,Harry Von Tilzer,"125 W. 34rd St., New York, New York",Harry Von Tilzer Pub. Co.,,1909,The front cover has palm trees and leaves on it with orange and green coloring.,NOT DOWNLOADED: 1PkOf3UygmcJOibBs03O,1PkOf3UygmcJOibBs03OHpNCU0eIGltdP
536,Sheet,Any Rags?,Front Cover,Back Cover,9,1,,Thos. S. Allen,Thos. S. Allen,"576 Washington St., Boston, Massachusetts",Geo. M. Krey,,1902,This piece has a bright red cover with a man in rags on it.,NOT DOWNLOADED: 1ad3MN28iMS7W7A-q-ja,1ad3MN28iMS7W7A-q-jaJUXHumcVlIT95
537,Sheet,Wild Cherries,Front Cover,Back Cover,9,1,,None,Ted Synder,"112 W. 38th St., New York, New York",Ted Synder Co. (Inc.),,1908,The cover of this piece has a woman in a pink dress sitting in what one can assume is a cherry tree.,NOT DOWNLOADED: 1fQXfAKzR-slAiANiBHx,1fQXfAKzR-slAiANiBHxxpYo0l4ebkD0-
538,Sheet,When the Daisies Bloom,Front Cover,Back Cover,9,1,,Anita Owen,Anita Owen,"New York & Detriot, Michigan",Jerome H. Remick & Co.,,1909,The cover of this piece is yellow with a field of daisies on it.,NOT DOWNLOADED: 1NeYtkYe8bKKnLDkbKE2,1NeYtkYe8bKKnLDkbKE2t4Jl-pE9tqed7
539,Book,Sheet Music and Music Books (Famous McKinley 10 Cent Music),Front Cover,Back Cover,9,,,,,"Jefferson Ave & 55th St., Chicago, Illinois or 80 Fifth Ave, New York, New York",The McKinley Music Co.,,,This is more of an advertisement of songs than actual music.,NOT DOWNLOADED: 1AMbdY7KNYzJUUU4Q_G6,1AMbdY7KNYzJUUU4Q_G6kPwqBzkoJZX7F
540,Sheet,I Wish I Had My Old Girl Back Again,Front Cover,Back Cover,9,1,Piano & Vocal,Ballard Macdonald,Paul Wallace,102-104 W. 38th St. NY,Jos. W. Stern & Co.,,1909,The cover of this sheet is in brown and white.,NOT DOWNLOADED: 1Yvrj9ZI1apLFEWIT1sb,1Yvrj9ZI1apLFEWIT1sbmd0vFeVz3hvJY
541,Sheet,Miserere,Front Cover,Back Cover,9,1,Opera,Harrison Millard,Giuseppe Verdi,"Boston, Massachusetts",Oliver Ditson Company,,1874,The designs on this sheet are pink and green.,NOT DOWNLOADED: 1D8dT7cUiaeX4ooAVXDF,1D8dT7cUiaeX4ooAVXDFS3VONALJ8uO8U
542,Sheet,Honey Boy,Front Cover,Back Cover,9,1,,Jack Norworth,Albert Von Tilzer,"40 West 28th Street., New York, New York.",The York Music Co.,,1907,The front cover of this sheet has the ocean and the sun on it.,,
543,Sheet,I Wonder If You Miss Me,Front Cover,Back Cover,9,1,,Ed Rose,Ted. Synder,"48 West 29th Street., New York, New York",F.A. Mills,,1904,The cover of this piece has a red cover with leafs on it.,NOT DOWNLOADED: 1qrFz7ZPbCawHKt1Tl73,1qrFz7ZPbCawHKt1Tl7376Bag41aRUE5U
544,Sheet,Absinthe Frappe,Front Cover,Back Cover,9,1,Piano & Vocal,Glen Mac Donough,Victor Herbert,"10 Witmark Building, New York, New York",M. Witmark & Sons,,1904,This cover has two different shades of blue on it.,NOT DOWNLOADED: 1Y5gBD8NaTP6BmJJ1hWm,1Y5gBD8NaTP6BmJJ1hWmj_OLPQALpdp22
545,Sheet,I'm Tired Of Living Without You,Front Cover,Back Cover,9,1,,Edward Rose,Kerry Mills,"32 W. 29th St., New York, New York",F.A. Mills,,1908,There are four advertisements on the back of the sheet in red lettering for other Kerry Mills songs.,NOT DOWNLOADED: 1uOoTaZbS1nByN8_k86s,1uOoTaZbS1nByN8_k86skzJxRgB2eUdCB
546,Sheet,"Nobody Knows, Nobody Cares",Front Cover,Back Cover,9,1,,Chas. K. Harris,Chas. K. Harris,"31 West 31st Street, New York, New York",Chas. K. Harris,,1909,The cover of this sheer is orange with red lettering.,NOT DOWNLOADED: 1t1s8iiYWiCJa5RiaNtB,1t1s8iiYWiCJa5RiaNtB3TZ0RDWYnFY2f
547,Sheet,I Could Learn To Love You (If You'd Only Let Me Try),Front Cover,Back Cover,9,1,,Felix F. Feist,Harry Armstrong,"134 West 37th St., New York, New York",Leo. Feist Inc.,,1908,The front cover of this sheet has a couple on it and the woman is wearing a mask.,NOT DOWNLOADED: 10YHG5vjtYBQcTTynLCa,10YHG5vjtYBQcTTynLCaUMvBdxMVzrVdA
548,Sheet,Dear Heart,Front Cover,Back Cover,9,1,,J. Anton Dailey,J. Anton Dailey,"New York & Detriot, Michigan",Jerome H. Remick & Co.,,1908,The front cover has a picture of what seems to be a greek goddess.,NOT DOWNLOADED: 113EZv4_oQHu-bSUkDxZ,113EZv4_oQHu-bSUkDxZEdIKwm3_RtLOz
549,Sheet,I've Got The Time - I've Got The Place (But It's Hard To Find The Girl),Front Cover,Back Cover,9,1,,Ballard Macdonald,S.R. Henry,102-104 W. 38th St. NY,Jos. W. Stern & Co.,,1910,The cover of this sheet features Miss Hetty King wearing a suit.,NOT DOWNLOADED: 14hSPWBL60l04eFREBpF,14hSPWBL60l04eFREBpF8_LwA-TEpsJm-
550,Sheet,Kiss-Kiss-Kiss,Front Cover,Back Cover,9,1,Piano & Vocal,Harry B. Smith,Gertrude Hoffman,"10 Witmark Building, New York, New York",M. Witmark & Sons,,1905,"The cover of this sheet says this is from the Management of F. Ziegfeld, Jr.",NOT DOWNLOADED: 1R31FiFqy6Dkrg5sgfHZ,1R31FiFqy6Dkrg5sgfHZZNR133Q8BqEE-
551,Sheet,"All In Down And Out (Sorry I Ain't Got It, You Could Get It, If I Had It)",Front Cover,Back Cover,9,1,,R.C. McPherson,Smith and Johnson and Elmer Bowman,"42 W. 28th St., New York, New York",Gotham - Attucks Music Pub. Co.,,1906,The cover has the colors purple and green on it.,NOT DOWNLOADED: 1f8vkNA5VBg2L9zkWoyo,1f8vkNA5VBg2L9zkWoyoMj7Kn2UsoyOyR
552,Sheet,Why Don't You Try or The Rolling Chair Song,Front Cover,Back Cover,9,1,,Harry Williams,Egbert Van Alstyne,"New York & Detriot, Michigan",Jerome H. Remick & Co.,,1905,"Since another name for this piece is the Rolling Chair Song, the cover has a picture of a rolling chair on it.",NOT DOWNLOADED: 1QuqO_wLmrV_OcSY64nv,1QuqO_wLmrV_OcSY64nv9_pd-99apH6Ki
553,Sheet,My Little Dream Girl,Front Cover,Back Cover,9,1,,L. Wofle Gilbert,Anatol Friedland,102-104 W. 38th St. NY,Jos. W. Stern & Co.,,1915,The cover has a photo of a young woman in black and white.,NOT DOWNLOADED: 1Fq1e_zZ2xPYTgSfJlgM,1Fq1e_zZ2xPYTgSfJlgMTA7qAUUpQt4y7
554,Sheet,Two Heads Are Better Than One,Front Cover,Back Cover,9,1,Piano & Vocal,Jerome Kern & Schuyler Greene,Jerome Kern,"New York, New York","T.B. Harms & Francis, Day & Hunter",,1915,The cover of this sheet has a large tear across the middle.,NOT DOWNLOADED: 1n-fy1jW9W5hc5XhvgBS,1n-fy1jW9W5hc5XhvgBSAkm_Of392P28I
555,Sheet,"Oh, How She Could Yacki Hacki Wicki Wacki Woo (That's Love In Honolu)",Front Cover,Back Cover,9,1,Cultural,Stanley Murphy & Chas. McCarron,Albert Von Tilzer,"145 W. 45th St., New York, New York",Broadway Music Corporation,,1916,The cover of this sheet has an image of a Hula dancer.,NOT DOWNLOADED: 1op0YnGCEJbD1PH4HhmD,1op0YnGCEJbD1PH4HhmDk22PT_oHC9Zwg
556,Sheet,Somewhere There's Someone,Front Cover,Back Cover,9,1,,Mark Meredith,Alfred Solman,102-104 W. 38th St. NY,Jos. W. Stern & Co.,,1909,There is an advertisement for another song on the back of this sheet.,NOT DOWNLOADED: 1mIPdaqdRY0_jVQRfr6c,1mIPdaqdRY0_jVQRfr6cAYmFue5NRmQw7
557,Sheet,I'm On My Way To Mandalay,Front Cover,Back Cover,9,1,,Al. Bryan,Fred Fisher,"134 West 37th St., New York, New York",Leo. Feist Inc.,,1913,The cover of this sheet has a woman leaning against a tree.,NOT DOWNLOADED: 1Ha77XJZl__cK7D7lm5j,1Ha77XJZl__cK7D7lm5jnD44FHNhK3HS7
558,Sheet,Ma Filipino Babe,Front Cover,Back Cover,9,1,,Chas. K. Harris,Chas. K. Harris,Milwaukee & New York,Chas. K. Harris,,1899,The cover of this sheet is a bright orange.,NOT DOWNLOADED: 1y9KDtwQ6r7nqY2Ojcu-,1y9KDtwQ6r7nqY2Ojcu-xYBtF6bpfkEWs
559,Sheet,Down In Sunny Alabama,Front Cover,Back Cover,9,1,,James Burrel,Jas. T. Brymn,"156 Fifth Ave, New York, New York",Richard A. Saalfield,,1901,All of the information for this piece is right on the front cover. Almost ripped in half.,NOT DOWNLOADED: 1u6GPyXiv4Q9gvwWIGz9,1u6GPyXiv4Q9gvwWIGz9Af4dJk_ZyvkNy
560,Sheet,Orphee Aux Enfers,Front Cover,Back Cover,9,1,,None,J. Offenbach,"14th Street., Sixth Ave., and 13th Street",R.H. Macy & Co.,,,"The back of this sheet is covered in various advertisements. The front says ""Orpheus and Eurydice"" in large, bold letters.",NOT DOWNLOADED: 1bk5l-3PiXZuPFcDAqpR,1bk5l-3PiXZuPFcDAqpRIzQOekjKLSrAm
561,Sheet,In Old Madrid,Front Cover,Back Cover,9,1,Piano & Vocal,H. Trotere,H. Trotere,"385 Sixth Avenue, above 23rd Street, New York, New York",Hitchcock and McCargo Publishing Company,,,These selected ballads are the publishing company's favorite composers.,NOT DOWNLOADED: 1YyJpP5c6YOP3Hy8NhQ-,1YyJpP5c6YOP3Hy8NhQ-lJ_PK7D2pPFQ7
562,Sheet,The Sunshine of Your Smile (2 copies),Front Cover,Back Cover,9,1,Piano & Vocal,Leonard Cooke,Lilian Ray,"New York, New York","T.B. Harms & Francis, Day & Hunter",,1915,The title of the song is underlined in an orange-redish color. One of the copies is missing the last page/back cover.,NOT DOWNLOADED: 1TbUy3wh-TY5PxdcDSxa,1TbUy3wh-TY5PxdcDSxaN99dQ2c5MnTbD
563,Sheet,Sphinx Galop,Front Cover,Back Cover,9,1,,None,WM. A. Pond Jr.,"547 Broadway & 39 Union Square, Near 17th Street., New York, New York",WM. A. Pond & Co.,,1871,The cover of this sheet has a picture of a sphinx on it.,NOT DOWNLOADED: 1YekzFqzVyeQH8KVf2Oz,1YekzFqzVyeQH8KVf2OzOjDrm1CKLr_rV
564,Sheet,Deuxieme Nocturne,Front Cover,Back Cover,9,1,,None,Par J. Leybach,"122 Chestnut St., Philadelphia, Pennsylvania",Lee & Walker,,,There is a list of other songs and composers on the front cover of this sheet.,NOT DOWNLOADED: 1JuvpCDmC0ujugyYtF9m,1JuvpCDmC0ujugyYtF9mAUgu_9G1bnKVp
565,Sheet,The Kerry Dance,Front Cover,Back Cover,9,1,,J.L. Molloy,J.L. Molloy,"229 Bowery, Opp. Prince St., New York, New York",E.H. Harding,,,The sheet is in pieces.,NOT DOWNLOADED: 10MXYHGghuOWtis6goIr,10MXYHGghuOWtis6goIrt8ZeljWWpaXEQ
566,Sheet,Looking Back,Front Cover,Back Cover,9,1,,Louisa Gray,Arthur S. Sullvan,"229 Bowery, New York, New York",E.H. Harding,,,This sheet is no in very good condition.,NOT DOWNLOADED: 19ko5MO9W3Ku-AdeZu1p,19ko5MO9W3Ku-AdeZu1prFWwXx4tEXPIC
567,Sheet,Some Day,Front Cover,Back Cover,9,1,,Hugh Conway,Milton Wellings,"New York, New York",S.T. Gordon & Son,,,The cover of this sheet has other songs from the collection on the front.,NOT DOWNLOADED: 1HOR6Pg_Oy0R8VhXNeat,1HOR6Pg_Oy0R8VhXNeat5C6w8ueYsMB-C
568,Sheet,"Alice, Where Art Thou?",Front Cover,Back Cover,9,1,Romance,W. Guernsey,J. Ascher,,,,,A lot of the information is missing from this particular sheet.,NOT DOWNLOADED: 18uKr6d6q68eVTmIMwLg,18uKr6d6q68eVTmIMwLg8YvhkfKYozcVO
569,Sheet,Singing Of Birds,Front Cover,Back Cover,9,1,Piano,None,Addison P. Wyman,"547 Broadway & 39 Union Square, Near 17th Street., New York, New York",WM. A. Pond & Co.,,1871,The front cover of this sheet has birds sitting on the branches of a tree.,NOT DOWNLOADED: 17eot_PmY3nzVlLGo5eH,17eot_PmY3nzVlLGo5eHHQ1oKIAtmanjD
570,Sheet,Strangers Yet,Front Cover,Back Cover,9,1,Piano & Vocal,Claribel,Claribel,"125 S. 10th St., Philadelphia, Pennsylvania",M.D. Swisher,,,The cover of this sheet has various pictures of a couple through different times.,NOT DOWNLOADED: 1N4OsYtncnqzwkU8CPNg,1N4OsYtncnqzwkU8CPNgaUcaMekOsQodv
571,Book,Practical Method of Italian Singing,Front Cover,Back Cover,9,,Cultural / Vocal,N. Vaccal & J.C.D. Parker (English),N. Vaccal,"451 Washington St., Boston, Massachusetts",Oliver Ditson & Co.,,1865,These are not really songs as it is lessons teaching Italian singing. Text / lyrics are in English and Italian.,NOT DOWNLOADED: 1S0PxP_SYdvwjHVIlbMe,1S0PxP_SYdvwjHVIlbMey_xxOBpTKp7TX
572,Sheet,The Sweetest Story Ever Told,Front Cover,Back Cover,9,1,,R.M. Stults,R.M. Stults,"453 to 463 Washington St., Boston, Massachusetts",Oliver Ditson Company,,1892,The cover of this sheet has a picture of a man and a woman on it.,NOT DOWNLOADED: 1ce_Auh31rETho6-AisO,1ce_Auh31rETho6-AisOhSPvUwPXZvaFS
573,Sheet,Last Night,Front Cover,Back Cover,9,1,,Christian Winter,Halfdan Kjerulf,"25 Union Square, New York, New York",WM. A. Pond & Co.,,,The cover has a large arch design on it.,NOT DOWNLOADED: 1f_LwjYGLHapavYuq3iZ,1f_LwjYGLHapavYuq3iZ5gsxL1DR1jXKB
574,Sheet,Romanza,Front Cover,Back Cover,9,1,,V. Mnuti,Vincenzo Robaudi,,Milano F. Lucca,,,The cover of this sheet has flowers on it and is in all brown and tan shades. Italian lyrics.,NOT DOWNLOADED: 1QXjYJNa6CCHN7kA322o,1QXjYJNa6CCHN7kA322oHj2xVBG3p4Lj7
575,Sheet,Marguerite Romanza,Front Cover,Back Cover,9,1,,C.A. White,C.A. White,,"White, Smith & Co.",,1883,The back cover of this sheet has other songs from C.A. White. Missing front cover.,NOT DOWNLOADED: 1EXuwg15g2SAkdR5vqJo,1EXuwg15g2SAkdR5vqJoVCTyzv5NIhHLs
576,Sheet,Te Deum Laudamus,Front Cover,Back Cover,9,1,Piano & Vocal,Jackson,Jackson,"115 Washington St., Boston, Massachusetts",Oliver Ditson,,,It says on the cover that this piece can be played on the organ or the piano.,NOT DOWNLOADED: 16Jra6KarAu3rkk2LakD,16Jra6KarAu3rkk2LakDW9h6v49n4RBEj
577,Sheet,You're A Grand Old Flag,Front Cover,Back Cover,9,1,Patriotic,Geo. M. Cohan,Geo. M. Cohan,"48 West 29th Street., New York, New York",F.A. Mills,,1906,The cover of this sheet has red and white stripes and stars around the title.,,
578,Sheet,Condellied,Front Cover,Back Cover,9,1,Piano,None,Theodor Oesten,"538 Broadway, New York, New York",Stephen T. Gordon,,,Very faint pencil writing on the front cover.,NOT DOWNLOADED: 1piUinLCi2nhOpezLmmR,1piUinLCi2nhOpezLmmRqZe2095id-ISe
